"term","frequency","density","occurrence"
"concurrent",1,1.69402517321407e-05,0.00200400801603206
"condemnation",1,1.69402517321407e-05,0.00200400801603206
"condemned",2,3.38805034642815e-05,0.00400801603206413
"condition",4,6.7761006928563e-05,0.00601202404809619
"conditions",6,0.000101641510392844,0.0120240480961924
"condolence",1,1.69402517321407e-05,0.00200400801603206
"condom",1,1.69402517321407e-05,0.00200400801603206
"conducted",1,1.69402517321407e-05,0.00200400801603206
"conducting",1,1.69402517321407e-05,0.00200400801603206
"cone",2,3.38805034642815e-05,0.00400801603206413
"conference",11,0.000186342769053548,0.0180360721442886
"conferences",2,3.38805034642815e-05,0.00400801603206413
"conferred",1,1.69402517321407e-05,0.00200400801603206
"confided",4,6.7761006928563e-05,0.00801603206412826
"confidence",1,1.69402517321407e-05,0.00200400801603206
"confident",3,5.08207551964222e-05,0.00601202404809619
"confidential",3,5.08207551964222e-05,0.00601202404809619
"confidently",1,1.69402517321407e-05,0.00200400801603206
"config",2,3.38805034642815e-05,0.00400801603206413
"configskernelconfig",2,3.38805034642815e-05,0.00400801603206413
"configsys",1,1.69402517321407e-05,0.00200400801603206
"configuration",4,6.7761006928563e-05,0.00601202404809619
"configure",16,0.000271044027714252,0.0180360721442886
"configured",4,6.7761006928563e-05,0.00801603206412826
"confined",2,3.38805034642815e-05,0.00400801603206413
"confinement",1,1.69402517321407e-05,0.00200400801603206
"confirm",7,0.000118581762124985,0.0140280561122244
"confirmation",6,0.000101641510392844,0.0100200400801603
"confirmed",8,0.000135522013857126,0.0120240480961924
"confirming",2,3.38805034642815e-05,0.00400801603206413
"confiscate",1,1.69402517321407e-05,0.00200400801603206
"confiscated",2,3.38805034642815e-05,0.00200400801603206
"conflated",1,1.69402517321407e-05,0.00200400801603206
"conflict",11,0.000186342769053548,0.0140280561122244
"conflicting",1,1.69402517321407e-05,0.00200400801603206
"conformant",1,1.69402517321407e-05,0.00200400801603206
"confuse",4,6.7761006928563e-05,0.00801603206412826
"confused",2,3.38805034642815e-05,0.00400801603206413
"confusing",1,1.69402517321407e-05,0.00200400801603206
"congested",1,1.69402517321407e-05,0.00200400801603206
"conglomerate",2,3.38805034642815e-05,0.00200400801603206
"congnitive",1,1.69402517321407e-05,0.00200400801603206
"congrats",1,1.69402517321407e-05,0.00200400801603206
"congratulated",1,1.69402517321407e-05,0.00200400801603206
"congress",13,0.00022022327251783,0.0180360721442886
"congressional",13,0.00022022327251783,0.00801603206412826
"congressman",1,1.69402517321407e-05,0.00200400801603206
"conmen",5,8.47012586607037e-05,0.00200400801603206
"conmens",1,1.69402517321407e-05,0.00200400801603206
"connbased",1,1.69402517321407e-05,0.00200400801603206
"connect",9,0.000152462265589267,0.0140280561122244
"connected",10,0.000169402517321407,0.0200400801603206
"connecting",10,0.000169402517321407,0.0140280561122244
"connection",13,0.00022022327251783,0.0160320641282565
"connectionive",1,1.69402517321407e-05,0.00200400801603206
"connections",13,0.00022022327251783,0.0240480961923848
"connectionsî¢¿nto",1,1.69402517321407e-05,0.00200400801603206
"connectivity",5,8.47012586607037e-05,0.00601202404809619
"connectors",4,6.7761006928563e-05,0.00801603206412826
"connects",1,1.69402517321407e-05,0.00200400801603206
"connolly",2,3.38805034642815e-05,0.00200400801603206
"conquer",1,1.69402517321407e-05,0.00200400801603206
"conry",4,6.7761006928563e-05,0.00601202404809619
"cons",3,5.08207551964222e-05,0.00400801603206413
"consciousness",1,1.69402517321407e-05,0.00200400801603206
"consensual",3,5.08207551964222e-05,0.00400801603206413
"consensually",1,1.69402517321407e-05,0.00200400801603206
"consensus",2,3.38805034642815e-05,0.00400801603206413
"consent",1,1.69402517321407e-05,0.00200400801603206
"consequence",2,3.38805034642815e-05,0.00400801603206413
"consequences",1,1.69402517321407e-05,0.00200400801603206
"conservative",7,0.000118581762124985,0.00801603206412826
"conservatives",1,1.69402517321407e-05,0.00200400801603206
"consider",15,0.000254103775982111,0.0280561122244489
"considerable",7,0.000118581762124985,0.0140280561122244
"considerably",1,1.69402517321407e-05,0.00200400801603206
"considerate",1,1.69402517321407e-05,0.00200400801603206
"consideration",1,1.69402517321407e-05,0.00200400801603206
"considered",7,0.000118581762124985,0.0140280561122244
"considering",5,8.47012586607037e-05,0.0100200400801603
"consist",1,1.69402517321407e-05,0.00200400801603206
"consistency",1,1.69402517321407e-05,0.00200400801603206
"consistently",1,1.69402517321407e-05,0.00200400801603206
"consistenty",2,3.38805034642815e-05,0.00200400801603206
"consists",1,1.69402517321407e-05,0.00200400801603206
"consolation",1,1.69402517321407e-05,0.00200400801603206
"console",3,5.08207551964222e-05,0.00400801603206413
"consoled",2,3.38805034642815e-05,0.00400801603206413
"consolettysn",2,3.38805034642815e-05,0.00200400801603206
"consolidation",3,5.08207551964222e-05,0.00200400801603206
"conspiracy",1,1.69402517321407e-05,0.00200400801603206
"constable",1,1.69402517321407e-05,0.00200400801603206
"constant",3,5.08207551964222e-05,0.00400801603206413
"constanta",1,1.69402517321407e-05,0.00200400801603206
"constantly",7,0.000118581762124985,0.0140280561122244
"constituencies",1,1.69402517321407e-05,0.00200400801603206
"constituents",1,1.69402517321407e-05,0.00200400801603206
"constitute",2,3.38805034642815e-05,0.00400801603206413
"constitutes",1,1.69402517321407e-05,0.00200400801603206
"constitution",1,1.69402517321407e-05,0.00200400801603206
"constitutional",3,5.08207551964222e-05,0.00200400801603206
"constitutionally",1,1.69402517321407e-05,0.00200400801603206
"constraints",2,3.38805034642815e-05,0.00400801603206413
"constructed",1,1.69402517321407e-05,0.00200400801603206
"constructing",1,1.69402517321407e-05,0.00200400801603206
"construction",4,6.7761006928563e-05,0.00601202404809619
"construed",1,1.69402517321407e-05,0.00200400801603206
"consultancy",1,1.69402517321407e-05,0.00200400801603206
"consultant",3,5.08207551964222e-05,0.00601202404809619
"consultants",2,3.38805034642815e-05,0.00400801603206413
"consulting",3,5.08207551964222e-05,0.00601202404809619
"consume",1,1.69402517321407e-05,0.00200400801603206
"consumed",1,1.69402517321407e-05,0.00200400801603206
"consumer",13,0.00022022327251783,0.0180360721442886
"consumers",12,0.000203283020785689,0.0120240480961924
"consumption",2,3.38805034642815e-05,0.00400801603206413
"contact",11,0.000186342769053548,0.0200400801603206
"contacted",4,6.7761006928563e-05,0.00601202404809619
"contacting",1,1.69402517321407e-05,0.00200400801603206
"contacts",1,1.69402517321407e-05,0.00200400801603206
"contain",8,0.000135522013857126,0.0120240480961924
"contained",2,3.38805034642815e-05,0.00400801603206413
"containingrecordaddress",1,1.69402517321407e-05,0.00200400801603206
"contains",3,5.08207551964222e-05,0.00400801603206413
"contemplative",2,3.38805034642815e-05,0.00400801603206413
"contended",1,1.69402517321407e-05,0.00200400801603206
"content",33,0.000559028307160644,0.0260521042084168
"contentall",1,1.69402517321407e-05,0.00200400801603206
"contentdescription",1,1.69402517321407e-05,0.00200400801603206
"contentdisposition",2,3.38805034642815e-05,0.00200400801603206
"contentdmshtml",1,1.69402517321407e-05,0.00200400801603206
"contentdtexthtml",1,1.69402517321407e-05,0.00200400801603206
"contentimakenews",1,1.69402517321407e-05,0.00200400801603206
"contents",8,0.000135522013857126,0.0100200400801603
"contenttexthtml",1,1.69402517321407e-05,0.00200400801603206
"contenttransferencoding",10,0.000169402517321407,0.0120240480961924
"contenttype",21,0.000355745286374956,0.0220440881763527
"contest",2,3.38805034642815e-05,0.00400801603206413
"context",4,6.7761006928563e-05,0.00801603206412826
"continent",2,3.38805034642815e-05,0.00200400801603206
"continental",8,0.000135522013857126,0.00400801603206413
"continentals",2,3.38805034642815e-05,0.00200400801603206
"continually",1,1.69402517321407e-05,0.00200400801603206
"continue",10,0.000169402517321407,0.0200400801603206
"continued",7,0.000118581762124985,0.0120240480961924
"continues",6,0.000101641510392844,0.0100200400801603
"continuing",3,5.08207551964222e-05,0.00601202404809619
"continuously",1,1.69402517321407e-05,0.00200400801603206
"continuum",1,1.69402517321407e-05,0.00200400801603206
"contract",22,0.000372685538107096,0.0260521042084168
"contraction",1,1.69402517321407e-05,0.00200400801603206
"contracts",8,0.000135522013857126,0.00801603206412826
"contractual",9,0.000152462265589267,0.0180360721442886
"contrada",4,6.7761006928563e-05,0.00200400801603206
"contradaioli",1,1.69402517321407e-05,0.00200400801603206
"contradas",2,3.38805034642815e-05,0.00200400801603206
"contradiction",1,1.69402517321407e-05,0.00200400801603206
"contrary",6,0.000101641510392844,0.0100200400801603
"contrast",2,3.38805034642815e-05,0.00400801603206413
"contrat",2,3.38805034642815e-05,0.00200400801603206
"contribute",4,6.7761006928563e-05,0.00601202404809619
"contributed",1,1.69402517321407e-05,0.00200400801603206
"contributing",3,5.08207551964222e-05,0.00400801603206413
"contributions",2,3.38805034642815e-05,0.00400801603206413
"contributor",7,0.000118581762124985,0.00400801603206413
"contributoridefensecom",1,1.69402517321407e-05,0.00200400801603206
"contributors",2,3.38805034642815e-05,0.00400801603206413
"contrived",3,5.08207551964222e-05,0.00400801603206413
"control",17,0.000287984279446393,0.0200400801603206
"controlled",3,5.08207551964222e-05,0.00601202404809619
"controlling",3,5.08207551964222e-05,0.00601202404809619
"controls",3,5.08207551964222e-05,0.00601202404809619
"controversial",1,1.69402517321407e-05,0.00200400801603206
"controversially",1,1.69402517321407e-05,0.00200400801603206
"convenience",2,3.38805034642815e-05,0.00400801603206413
"convenient",1,1.69402517321407e-05,0.00200400801603206
"conveniently",1,1.69402517321407e-05,0.00200400801603206
"convention",3,5.08207551964222e-05,0.00400801603206413
"conventional",6,0.000101641510392844,0.0120240480961924
"conversation",11,0.000186342769053548,0.0160320641282565
"conversely",1,1.69402517321407e-05,0.00200400801603206
"conversion",3,5.08207551964222e-05,0.00400801603206413
"conversions",1,1.69402517321407e-05,0.00200400801603206
"convert",8,0.000135522013857126,0.00801603206412826
"converted",2,3.38805034642815e-05,0.00400801603206413
"converts",4,6.7761006928563e-05,0.00601202404809619
"conveying",1,1.69402517321407e-05,0.00200400801603206
"convicted",4,6.7761006928563e-05,0.00400801603206413
"conviction",1,1.69402517321407e-05,0.00200400801603206
"convince",6,0.000101641510392844,0.0120240480961924
"convinced",15,0.000254103775982111,0.0180360721442886
"convincing",3,5.08207551964222e-05,0.00400801603206413
"convoluted",1,1.69402517321407e-05,0.00200400801603206
"conway",1,1.69402517321407e-05,0.00200400801603206
"cook",6,0.000101641510392844,0.0120240480961924
"cooked",2,3.38805034642815e-05,0.00400801603206413
"cookie",1,1.69402517321407e-05,0.00200400801603206
"cooking",2,3.38805034642815e-05,0.00400801603206413
"cooks",7,0.000118581762124985,0.0140280561122244
"cool",9,0.000152462265589267,0.0180360721442886
"coolant",1,1.69402517321407e-05,0.00200400801603206
"coolest",1,1.69402517321407e-05,0.00200400801603206
"coolidge",1,1.69402517321407e-05,0.00200400801603206
"cooling",1,1.69402517321407e-05,0.00200400801603206
"coolingoff",4,6.7761006928563e-05,0.00200400801603206
"cooper",1,1.69402517321407e-05,0.00200400801603206
"cooperation",1,1.69402517321407e-05,0.00200400801603206
"cooperative",1,1.69402517321407e-05,0.00200400801603206
"cope",4,6.7761006928563e-05,0.00801603206412826
"copied",2,3.38805034642815e-05,0.00400801603206413
"copies",2,3.38805034642815e-05,0.00400801603206413
"copious",1,1.69402517321407e-05,0.00200400801603206
"copper",1,1.69402517321407e-05,0.00200400801603206
"copy",16,0.000271044027714252,0.0280561122244489
"copyedited",2,3.38805034642815e-05,0.00200400801603206
"copying",3,5.08207551964222e-05,0.00601202404809619
"copyright",28,0.000474327048499941,0.0260521042084168
"copyrighted",8,0.000135522013857126,0.00400801603206413
"copyrights",1,1.69402517321407e-05,0.00200400801603206
"core",3,5.08207551964222e-05,0.00601202404809619
"coreligionists",1,1.69402517321407e-05,0.00200400801603206
"cork",3,5.08207551964222e-05,0.00200400801603206
"corkscrews",1,1.69402517321407e-05,0.00200400801603206
"corlis",2,3.38805034642815e-05,0.00400801603206413
"corn",2,3.38805034642815e-05,0.00400801603206413
"corner",11,0.000186342769053548,0.0160320641282565
"cornered",1,1.69402517321407e-05,0.00200400801603206
"corners",1,1.69402517321407e-05,0.00200400801603206
"cornforth",1,1.69402517321407e-05,0.00200400801603206
"corollary",1,1.69402517321407e-05,0.00200400801603206
"corp",2,3.38805034642815e-05,0.00200400801603206
"corporate",9,0.000152462265589267,0.0100200400801603
"corporation",14,0.00023716352424997,0.0220440881763527
"corporations",3,5.08207551964222e-05,0.00601202404809619
"correct",8,0.000135522013857126,0.0160320641282565
"corrected",1,1.69402517321407e-05,0.00200400801603206
"correction",1,1.69402517321407e-05,0.00200400801603206
"corrections",1,1.69402517321407e-05,0.00200400801603206
"correctly",3,5.08207551964222e-05,0.00400801603206413
"correctness",2,3.38805034642815e-05,0.00400801603206413
"correlates",1,1.69402517321407e-05,0.00200400801603206
"correspondent",3,5.08207551964222e-05,0.00601202404809619
"corriere",1,1.69402517321407e-05,0.00200400801603206
"corrupt",5,8.47012586607037e-05,0.0100200400801603
"corruption",6,0.000101641510392844,0.00601202404809619
"corrå£¾n",1,1.69402517321407e-05,0.00200400801603206
"cos",1,1.69402517321407e-05,0.00200400801603206
"cosa",1,1.69402517321407e-05,0.00200400801603206
"cosmetic",1,1.69402517321407e-05,0.00200400801603206
"cosmic",1,1.69402517321407e-05,0.00200400801603206
"cost",15,0.000254103775982111,0.0280561122244489
"costas",1,1.69402517321407e-05,0.00200400801603206
"costing",1,1.69402517321407e-05,0.00200400801603206
"costly",2,3.38805034642815e-05,0.00400801603206413
"costs",7,0.000118581762124985,0.0120240480961924
"cota",2,3.38805034642815e-05,0.00200400801603206
"couch",1,1.69402517321407e-05,0.00200400801603206
"cough",2,3.38805034642815e-05,0.00400801603206413
"could",1,1.69402517321407e-05,0.00200400801603206
"couldnt",3,5.08207551964222e-05,0.00601202404809619
"coulter",6,0.000101641510392844,0.00200400801603206
"coulters",1,1.69402517321407e-05,0.00200400801603206
"council",3,5.08207551964222e-05,0.00400801603206413
"councillor",1,1.69402517321407e-05,0.00200400801603206
"counsel",1,1.69402517321407e-05,0.00200400801603206
"counseling",1,1.69402517321407e-05,0.00200400801603206
"count",6,0.000101641510392844,0.0100200400801603
"countdown",1,1.69402517321407e-05,0.00200400801603206
"counter",1,1.69402517321407e-05,0.00200400801603206
"counteract",2,3.38805034642815e-05,0.00400801603206413
"counterbalance",1,1.69402517321407e-05,0.00200400801603206
"counterexample",2,3.38805034642815e-05,0.00200400801603206
"counterpart",5,8.47012586607037e-05,0.00400801603206413
"counterparts",6,0.000101641510392844,0.0120240480961924
"counterpressure",7,0.000118581762124985,0.0140280561122244
"counterreformatory",1,1.69402517321407e-05,0.00200400801603206
"counting",1,1.69402517321407e-05,0.00200400801603206
"countless",3,5.08207551964222e-05,0.00601202404809619
"countries",21,0.000355745286374956,0.0200400801603206
"country",50,0.000847012586607037,0.0721442885771543
"countrys",4,6.7761006928563e-05,0.00601202404809619
"countryside",9,0.000152462265589267,0.00601202404809619
"counts",1,1.69402517321407e-05,0.00200400801603206
"county",3,5.08207551964222e-05,0.00400801603206413
"coup",1,1.69402517321407e-05,0.00200400801603206
"couple",23,0.000389625789839237,0.0460921843687375
"coupled",1,1.69402517321407e-05,0.00200400801603206
"couples",7,0.000118581762124985,0.00601202404809619
"couplings",4,6.7761006928563e-05,0.00801603206412826
"courage",1,1.69402517321407e-05,0.00200400801603206
"courese",1,1.69402517321407e-05,0.00200400801603206
"courier",4,6.7761006928563e-05,0.00400801603206413
"course",42,0.000711490572749911,0.0801603206412826
"courses",2,3.38805034642815e-05,0.00400801603206413
"court",16,0.000271044027714252,0.0200400801603206
"courtesy",1,1.69402517321407e-05,0.00200400801603206
"courts",4,6.7761006928563e-05,0.00801603206412826
"covad",1,1.69402517321407e-05,0.00200400801603206
"cover",3,5.08207551964222e-05,0.00601202404809619
"coverage",5,8.47012586607037e-05,0.00601202404809619
"covered",6,0.000101641510392844,0.0100200400801603
"covering",1,1.69402517321407e-05,0.00200400801603206
"covers",6,0.000101641510392844,0.00601202404809619
"covet",1,1.69402517321407e-05,0.00200400801603206
"coveted",1,1.69402517321407e-05,0.00200400801603206
"cow",1,1.69402517321407e-05,0.00200400801603206
"cowton",1,1.69402517321407e-05,0.00200400801603206
"cox",2,3.38805034642815e-05,0.00400801603206413
"coyote",1,1.69402517321407e-05,0.00200400801603206
"cozying",4,6.7761006928563e-05,0.00801603206412826
"cpan",1,1.69402517321407e-05,0.00200400801603206
"cpu",9,0.000152462265589267,0.00601202404809619
"cpus",2,3.38805034642815e-05,0.00400801603206413
"cpx",3,5.08207551964222e-05,0.00601202404809619
"craaack",1,1.69402517321407e-05,0.00200400801603206
"crackcocaineera",1,1.69402517321407e-05,0.00200400801603206
"cracked",1,1.69402517321407e-05,0.00200400801603206
"cracking",3,5.08207551964222e-05,0.00601202404809619
"crackmice",1,1.69402517321407e-05,0.00200400801603206
"crackmicecrackmicecom",1,1.69402517321407e-05,0.00200400801603206
"cradle",3,5.08207551964222e-05,0.00601202404809619
"crafted",1,1.69402517321407e-05,0.00200400801603206
"craig",2,3.38805034642815e-05,0.00400801603206413
"cramped",1,1.69402517321407e-05,0.00200400801603206
"crap",12,0.000203283020785689,0.0240480961923848
"craplets",1,1.69402517321407e-05,0.00200400801603206
"crappy",2,3.38805034642815e-05,0.00400801603206413
"crash",5,8.47012586607037e-05,0.00400801603206413
"crashed",1,1.69402517321407e-05,0.00200400801603206
"crashes",4,6.7761006928563e-05,0.00601202404809619
"crashing",4,6.7761006928563e-05,0.00801603206412826
"crates",1,1.69402517321407e-05,0.00200400801603206
"crawling",2,3.38805034642815e-05,0.00400801603206413
"crayon",1,1.69402517321407e-05,0.00200400801603206
"crazy",7,0.000118581762124985,0.0140280561122244
"cream",7,0.000118581762124985,0.0100200400801603
"crease",2,3.38805034642815e-05,0.00200400801603206
"create",10,0.000169402517321407,0.0160320641282565
"created",19,0.000321864782910674,0.0340681362725451
"creates",2,3.38805034642815e-05,0.00400801603206413
"creating",5,8.47012586607037e-05,0.0100200400801603
"creations",1,1.69402517321407e-05,0.00200400801603206
"creative",19,0.000321864782910674,0.0280561122244489
"creativity",1,1.69402517321407e-05,0.00200400801603206
"creator",9,0.000152462265589267,0.0160320641282565
"creators",3,5.08207551964222e-05,0.00601202404809619
"creature",1,1.69402517321407e-05,0.00200400801603206
"creatures",2,3.38805034642815e-05,0.00400801603206413
"credit",11,0.000186342769053548,0.0180360721442886
"credited",1,1.69402517321407e-05,0.00200400801603206
"credulity",1,1.69402517321407e-05,0.00200400801603206
"cremated",2,3.38805034642815e-05,0.00400801603206413
"creme",2,3.38805034642815e-05,0.00200400801603206
"crew",6,0.000101641510392844,0.0100200400801603
"cribbed",1,1.69402517321407e-05,0.00200400801603206
"cried",1,1.69402517321407e-05,0.00200400801603206
"crime",13,0.00022022327251783,0.0160320641282565
"crimeridden",1,1.69402517321407e-05,0.00200400801603206
"crimes",1,1.69402517321407e-05,0.00200400801603206
"criminal",18,0.000304924531178533,0.0120240480961924
"criminals",5,8.47012586607037e-05,0.00801603206412826
"crippling",3,5.08207551964222e-05,0.00601202404809619
"crises",1,1.69402517321407e-05,0.00200400801603206
"crisis",6,0.000101641510392844,0.00801603206412826
"crispus",1,1.69402517321407e-05,0.00200400801603206
"crissakes",1,1.69402517321407e-05,0.00200400801603206
"critical",4,6.7761006928563e-05,0.00601202404809619
"criticism",2,3.38805034642815e-05,0.00200400801603206
"critics",6,0.000101641510392844,0.00801603206412826
"criticsî¢¿n",1,1.69402517321407e-05,0.00200400801603206
"croatia",2,3.38805034642815e-05,0.00200400801603206
"croatian",1,1.69402517321407e-05,0.00200400801603206
"croatians",1,1.69402517321407e-05,0.00200400801603206
"crocodiles",1,1.69402517321407e-05,0.00200400801603206
"croissant",1,1.69402517321407e-05,0.00200400801603206
"cron",1,1.69402517321407e-05,0.00200400801603206
"crop",7,0.000118581762124985,0.00200400801603206
"crops",4,6.7761006928563e-05,0.00400801603206413
"crosby",4,6.7761006928563e-05,0.00801603206412826
"cross",9,0.000152462265589267,0.0180360721442886
"crosschecking",1,1.69402517321407e-05,0.00200400801603206
"crosscompilers",2,3.38805034642815e-05,0.00400801603206413
"crossed",2,3.38805034642815e-05,0.00400801603206413
"crossfire",1,1.69402517321407e-05,0.00200400801603206
"crossing",3,5.08207551964222e-05,0.00601202404809619
"crosslinked",1,1.69402517321407e-05,0.00200400801603206
"crossover",1,1.69402517321407e-05,0.00200400801603206
"crossplatform",2,3.38805034642815e-05,0.00200400801603206
"crossposting",1,1.69402517321407e-05,0.00200400801603206
"crosssectionally",1,1.69402517321407e-05,0.00200400801603206
"crotch",2,3.38805034642815e-05,0.00400801603206413
"crowd",2,3.38805034642815e-05,0.00400801603206413
"crowds",2,3.38805034642815e-05,0.00400801603206413
"crown",1,1.69402517321407e-05,0.00200400801603206
"crozier",2,3.38805034642815e-05,0.00200400801603206
"crtc",3,5.08207551964222e-05,0.00601202404809619
"crucial",8,0.000135522013857126,0.0160320641282565
"crudely",1,1.69402517321407e-05,0.00200400801603206
"cruelty",1,1.69402517321407e-05,0.00200400801603206
"cruise",1,1.69402517321407e-05,0.00200400801603206
"cruising",1,1.69402517321407e-05,0.00200400801603206
"crusade",1,1.69402517321407e-05,0.00200400801603206
"crusades",1,1.69402517321407e-05,0.00200400801603206
"crush",1,1.69402517321407e-05,0.00200400801603206
"crust",1,1.69402517321407e-05,0.00200400801603206
"cruz",1,1.69402517321407e-05,0.00200400801603206
"cry",3,5.08207551964222e-05,0.00400801603206413
"crying",3,5.08207551964222e-05,0.00601202404809619
"crypto",6,0.000101641510392844,0.00400801603206413
"cryptographer",1,1.69402517321407e-05,0.00200400801603206
"cryptostigma",2,3.38805034642815e-05,0.00200400801603206
"crystal",2,3.38805034642815e-05,0.00400801603206413
"csfb",2,3.38805034642815e-05,0.00200400801603206
"csu",1,1.69402517321407e-05,0.00200400801603206
"cto",2,3.38805034642815e-05,0.00400801603206413
"cubic",1,1.69402517321407e-05,0.00200400801603206
"cubs",4,6.7761006928563e-05,0.00400801603206413
"culd",1,1.69402517321407e-05,0.00200400801603206
"culpa",2,3.38805034642815e-05,0.00400801603206413
"cultivate",1,1.69402517321407e-05,0.00200400801603206
"cultural",3,5.08207551964222e-05,0.00601202404809619
"culturally",1,1.69402517321407e-05,0.00200400801603206
"culture",10,0.000169402517321407,0.0200400801603206
"culturebr",1,1.69402517321407e-05,0.00200400801603206
"cultures",3,5.08207551964222e-05,0.00400801603206413
"cunniffe",2,3.38805034642815e-05,0.00400801603206413
"cup",1,1.69402517321407e-05,0.00200400801603206
"cupds",1,1.69402517321407e-05,0.00200400801603206
"curator",1,1.69402517321407e-05,0.00200400801603206
"curb",1,1.69402517321407e-05,0.00200400801603206
"curcumin",1,1.69402517321407e-05,0.00200400801603206
"cure",1,1.69402517321407e-05,0.00200400801603206
"curently",2,3.38805034642815e-05,0.00400801603206413
"curious",2,3.38805034642815e-05,0.00400801603206413
"curiousity",1,1.69402517321407e-05,0.00200400801603206
"curl",1,1.69402517321407e-05,0.00200400801603206
"curldevel",4,6.7761006928563e-05,0.00400801603206413
"currency",1,1.69402517321407e-05,0.00200400801603206
"current",24,0.000406566041571378,0.0420841683366733
"currently",11,0.000186342769053548,0.0220440881763527
"currents",1,1.69402517321407e-05,0.00200400801603206
"curry",2,3.38805034642815e-05,0.00400801603206413
"curse",5,8.47012586607037e-05,0.0100200400801603
"cursor",1,1.69402517321407e-05,0.00200400801603206
"curtailed",1,1.69402517321407e-05,0.00200400801603206
"curvature",1,1.69402517321407e-05,0.00200400801603206
"curve",2,3.38805034642815e-05,0.00400801603206413
"custody",2,3.38805034642815e-05,0.00400801603206413
"custom",5,8.47012586607037e-05,0.0100200400801603
"customer",6,0.000101641510392844,0.00601202404809619
"customers",11,0.000186342769053548,0.0100200400801603
"customization",2,3.38805034642815e-05,0.00200400801603206
"customloadel",2,3.38805034642815e-05,0.00400801603206413
"cut",11,0.000186342769053548,0.0140280561122244
"cute",2,3.38805034642815e-05,0.00400801603206413
"cutlery",1,1.69402517321407e-05,0.00200400801603206
"cuts",1,1.69402517321407e-05,0.00200400801603206
"cutting",6,0.000101641510392844,0.0100200400801603
"cvs",17,0.000287984279446393,0.00801603206412826
"cvsclient",1,1.69402517321407e-05,0.00200400801603206
"cvsed",1,1.69402517321407e-05,0.00200400801603206
"cvsnessusorg",1,1.69402517321407e-05,0.00200400801603206
"cvsrootpserveranoncvssubversionsgnuorgcvsrootw",1,1.69402517321407e-05,0.00200400801603206
"cvsrootpserveranonymouscvsgnuplotsourceforgenetcvsrootgnuplot",1,1.69402517321407e-05,0.00200400801603206
"cwahacarqbnaewaaaaaaasahaaaaaaqaahmnzcuheumibqaaimjpeduheumibawdepoaaad",1,1.69402517321407e-05,0.00200400801603206
"cwgdatedabcdeepeddycom",1,1.69402517321407e-05,0.00200400801603206
"cwgdatedadeepeddycom",1,1.69402517321407e-05,0.00200400801603206
"cwgdatedfaddeepeddycom",2,3.38805034642815e-05,0.00400801603206413
"cwgexmhdeepeddycom",4,6.7761006928563e-05,0.00601202404809619
"cyaemcaxeshhadnqiecdauiansjkeicruwuaolmfohucmhiicckvttcdgqahmakoztcdyf",1,1.69402517321407e-05,0.00200400801603206
"cyberrelated",1,1.69402517321407e-05,0.00200400801603206
"cycle",9,0.000152462265589267,0.0180360721442886
"cycles",1,1.69402517321407e-05,0.00200400801603206
"cyclical",1,1.69402517321407e-05,0.00200400801603206
"cygwins",1,1.69402517321407e-05,0.00200400801603206
"cynically",1,1.69402517321407e-05,0.00200400801603206
"cynicism",1,1.69402517321407e-05,0.00200400801603206
"cypherpunk",1,1.69402517321407e-05,0.00200400801603206
"cyril",4,6.7761006928563e-05,0.00200400801603206
"dad",4,6.7761006928563e-05,0.00801603206412826
"daffy",1,1.69402517321407e-05,0.00200400801603206
"dahls",1,1.69402517321407e-05,0.00200400801603206
"daily",13,0.00022022327251783,0.0180360721442886
"daintier",1,1.69402517321407e-05,0.00200400801603206
"daisy",1,1.69402517321407e-05,0.00200400801603206
"dakota",1,1.69402517321407e-05,0.00200400801603206
"dale",2,3.38805034642815e-05,0.00400801603206413
"dalnet",1,1.69402517321407e-05,0.00200400801603206
"dalsabuild",1,1.69402517321407e-05,0.00200400801603206
"daly",1,1.69402517321407e-05,0.00200400801603206
"damage",4,6.7761006928563e-05,0.00601202404809619
"damaged",2,3.38805034642815e-05,0.00400801603206413
"damian",1,1.69402517321407e-05,0.00200400801603206
"damn",7,0.000118581762124985,0.0140280561122244
"damned",1,1.69402517321407e-05,0.00200400801603206
"damnest",1,1.69402517321407e-05,0.00200400801603206
"dan",9,0.000152462265589267,0.0180360721442886
"dancing",1,1.69402517321407e-05,0.00200400801603206
"dandankohncom",1,1.69402517321407e-05,0.00200400801603206
"dandy",2,3.38805034642815e-05,0.00400801603206413
"danesan",1,1.69402517321407e-05,0.00200400801603206
"dang",1,1.69402517321407e-05,0.00200400801603206
"danger",5,8.47012586607037e-05,0.00801603206412826
"dangerous",7,0.000118581762124985,0.0120240480961924
"dangerously",1,1.69402517321407e-05,0.00200400801603206
"daniel",4,6.7761006928563e-05,0.00601202404809619
"danny",1,1.69402517321407e-05,0.00200400801603206
"dans",3,5.08207551964222e-05,0.00400801603206413
"daring",1,1.69402517321407e-05,0.00200400801603206
"dark",18,0.000304924531178533,0.0280561122244489
"darker",4,6.7761006928563e-05,0.00400801603206413
"darkest",1,1.69402517321407e-05,0.00200400801603206
"darkness",2,3.38805034642815e-05,0.00400801603206413
"darn",1,1.69402517321407e-05,0.00200400801603206
"darragh",4,6.7761006928563e-05,0.00400801603206413
"darren",2,3.38805034642815e-05,0.00400801603206413
"darrington",1,1.69402517321407e-05,0.00200400801603206
"darwin",2,3.38805034642815e-05,0.00400801603206413
